Males,35,,,,b.,Trichuriasis,0.2,.,0.0,0.6,0.0,.,.,.,.,.,.,18.4,.,.,.,0.0,0.0,0.0,0.1,.,0.1,5.0,.,.,0.0,0.2,.,2.2,.,0.0,0.0,0.0,0.0,7.4,3.0,0.2,0.7,0.1,0.3,.,0.1,.,.,0.0,3.9,.,0.1,.,4.4,0.0,0.2,0.1,0.1,.,5.0,1.2,.,.,0.4,0.0,.,.,0.0,.,5.0,0.1,0.0,0.0,0.0,3.2,.,.,16.0,5.2,0.0,0.0,.,.,.,4.0,.,0.0,.,0.2,.,.,1.1,.,.,1.1,0.1,0.0,.,.,7.0,0.0,46.0,.,0.0,.,0.0,.,10.4,.,.,0.1,8.3,23.3,0.0,3.7,.,.,0.2,0.0,0.5,.,0.0,0.1,.,.,0.0,3.4,73.5,.,.,.,0.0,.,.,.,0.7,0.0,0.1,.,0.3,.,.,.,0.0,1.4,23.7,0.0,.,0.3,0.0,0.0,0.8,.,.,0.0,0.0,0.1,.,0.0,0.0,0.0,0.0,0.2,.,0.2,.,.,.,1.4,.,.,.,10.8,18.9,0.0,0.0,2.5,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Males,36,,,,c.,Hookworm disease,0.6,.,0.0,6.8,3.8,0.0,.,.,0.0,0.0,0.0,101.9,0.0,.,.,0.1,0.9,0.0,4.3,.,1.0,29.8,.,.,2.0,6.2,0.8,6.6,.,0.0,3.3,5.5,0.0,695.8,16.6,0.4,1.8,1.2,8.2,.,4.6,.,.,0.0,26.6,.,0.1,0.1,1.3,11.3,2.8,0.3,0.3,.,22.0,1.7,.,0.0,0.6,0.2,0.0,.,2.0,.,14.6,5.6,0.5,0.1,0.6,1.0,.,.,238.0,42.0,0.5,0.3,.,.,.,0.5,.,0.3,0.0,4.8,.,0.0,2.8,.,0.0,1.2,2.5,0.0,.,.,5.0,1.7,42.9,0.0,3.0,.,0.2,0.0,90.3,0.0,.,0.0,10.3,6.2,1.0,24.9,.,.,0.1,1.0,26.4,.,0.0,5.2,0.0,18.3,1.3,1.3,97.4,.,.,0.0,0.7,.,.,.,7.1,1.8,0.9,.,2.6,.,.,.,0.8,5.3,29.0,2.0,.,4.2,6.7,0.1,1.6,.,.,0.9,0.0,24.8,.,0.2,0.6,0.0,0.0,0.1,0.0,10.1,.,0.1,.,28.4,.,.,0.3,3.9,131.5,0.9,9.0,6.8,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Males,37,,,12.,Other infectious diseases,,91.9,2.1,51.5,216.7,37.3,1.8,18.0,3.5,6.3,0.3,1.6,654.8,0.3,3.1,14.9,1.0,90.3,4.8,29.0,1.4,10.6,436.5,0.4,2.9,183.9,166.5,129.4,232.0,34.2,1.5,19.3,126.8,14.5,2024.6,74.6,7.1,22.2,5.0,243.2,2.7,7.5,1.0,14.2,81.1,594.0,5.4,7.8,10.6,28.4,189.0,8.2,5.5,43.6,0.8,906.8,2.1,3.6,82.3,4.8,15.4,2.3,116.1,201.1,1.9,29.2,120.7,15.3,1.8,41.4,14.7,4.8,0.1,4258.5,1474.1,117.6,75.0,1.8,14.8,47.1,2.8,162.0,9.7,19.8,509.3,4.2,8.2,21.1,1.9,2.9,11.6,22.5,5.1,3.7,0.8,140.2,102.3,72.7,1.0,147.4,0.1,17.6,4.9,145.7,4.4,0.4,53.2,304.0,230.3,8.1,149.3,17.9,2.3,9.9,139.2,2072.3,6.5,4.1,1180.9,11.5,30.9,7.9,66.2,384.8,14.9,16.0,2.1,44.1,2.7,18.9,81.7,100.9,28.0,120.5,6.7,76.7,1.6,6.0,1.0,1.8,126.8,232.4,159.5,33.7,56.2,416.9,1.6,5.9,14.4,7.1,29.1,13.5,155.3,1.1,5.3,63.6,2.8,10.2,84.6,10.5,401.5,26.9,9.3,45.0,553.1,466.2,6.5,49.5,44.2,194.0,57.9,118.8,75.3,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Males,38,,B.,Respiratory infections,,,1156.4,15.6,237.5,1677.8,246.6,12.7,26.8,10.7,68.1,2.6,2.6,1728.6,1.3,35.7,34.0,1.2,372.9,9.9,187.2,8.0,21.7,1185.7,1.0,35.1,755.7,557.4,205.3,1002.9,62.1,4.0,209.4,970.3,56.2,4124.1,201.8,21.4,145.5,13.0,1003.8,5.2,48.1,1.1,38.8,227.9,4064.8,18.3,23.5,59.8,107.4,361.7,48.9,33.7,168.4,4.3,3206.3,6.7,6.6,128.4,35.5,61.0,13.8,215.7,706.0,42.9,242.6,487.9,85.6,5.2,284.9,51.5,19.3,0.4,13610.7,2099.2,308.3,323.3,8.7,11.9,78.3,9.9,945.8,32.7,118.3,1502.2,8.9,43.6,180.1,5.7,9.3,53.3,124.8,19.2,10.5,0.7,556.7,386.9,176.9,1.1,746.4,1.0,128.6,5.5,567.8,30.6,1.4,304.7,851.2,891.1,24.1,326.6,46.0,7.0,47.0,1074.2,10603.5,11.8,13.0,4381.4,21.1,248.8,45.0,261.3,1218.8,147.1,52.8,2.4,116.9,30.2,139.1,779.3,286.4,114.6,416.9,24.1,461.8,37.0,28.4,3.8,8.0,754.7,738.1,545.8,97.3,106.1,1234.6,2.9,31.6,17.3,10.3,68.4,179.3,566.1,2.8,28.3,257.3,5.4,43.1,247.0,80.9,1209.0,168.8,13.9,224.4,1133.9,638.8,16.3,325.9,124.8,493.2,1106.9,439.3,407.3,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Males,39,,,1.,Lower respiratory infections,,1133.7,14.2,221.7,1661.5,228.5,11.0,18.2,7.6,64.2,2.4,2.1,1632.5,1.2,32.1,29.8,1.0,364.3,9.5,180.7,6.2,20.3,1072.9,0.9,32.0,740.3,546.2,198.5,983.1,50.4,3.6,205.5,958.7,48.7,3434.9,170.0,20.8,142.9,10.1,985.9,3.5,41.9,0.8,34.6,212.7,4003.3,16.1,22.8,54.7,99.5,329.8,44.9,33.2,162.7,3.8,3130.9,5.9,4.7,103.7,34.6,59.6,11.7,185.4,684.0,38.8,232.7,477.9,84.1,4.7,277.5,45.9,15.2,0.3,12928.5,1984.0,279.2,307.7,6.9,8.5,55.6,8.4,899.7,29.8,111.2,1469.0,7.8,34.9,176.7,4.8,7.5,51.3,120.5,17.0,9.1,0.5,538.0,372.1,164.0,1.0,733.0,0.9,125.8,5.0,473.4,29.1,1.1,290.0,831.3,862.2,22.6,310.1,39.5,5.3,42.8,1057.1,10459.5,9.9,11.8,4277.5,18.0,239.4,40.9,242.9,1161.2,132.1,48.6,1.6,100.2,27.9,129.5,711.5,276.9,103.6,406.5,19.8,456.1,35.8,26.6,2.7,7.5,744.8,696.3,537.0,74.7,96.4,1205.5,2.6,30.7,14.0,7.9,58.8,173.8,537.7,1.9,27.7,250.6,4.7,39.2,221.7,78.2,1179.0,146.3,10.4,199.1,1098.6,530.6,14.8,309.9,106.9,446.9,1092.9,427.6,391.0,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,2,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Males,40,,,2.,Upper respiratory infections,,5.6,0.3,5.6,8.9,4.3,0.5,2.6,1.2,0.7,0.1,0.2,18.2,0.1,0.9,1.6,0.1,1.8,0.1,2.3,0.5,0.6,47.8,0.0,0.8,3.4,2.5,1.0,6.6,4.1,0.1,1.8,3.2,1.9,128.6,15.2,0.1,1.1,1.3,4.6,0.5,2.8,0.1,1.3,2.3,19.9,0.9,0.2,2.0,2.4,9.2,1.7,0.3,1.5,0.2,13.7,0.5,0.8,9.4,0.5,0.3,0.5,11.8,5.3,1.5,3.6,1.7,0.4,0.2,2.8,2.0,1.3,0.0,123.9,38.4,11.1,5.1,0.7,1.3,8.7,0.7,19.3,0.8,2.0,8.9,0.5,6.2,0.9,0.3,0.7,0.7,0.7,0.9,0.6,0.1,4.5,4.3,5.9,0.1,2.5,0.1,0.5,0.2,55.8,0.4,0.1,4.9,4.0,6.6,0.5,3.0,2.6,0.5,1.4,3.0,32.0,0.7,0.5,18.1,1.8,6.5,1.5,8.1,25.2,4.4,1.6,0.4,6.6,0.8,2.8,28.9,2.5,4.7,2.0,1.2,1.1,0.5,0.3,0.5,0.3,2.7,19.4,2.7,11.9,3.2,8.8,0.1,0.3,1.2,0.6,3.2,1.2,10.1,0.3,0.2,1.7,0.4,1.1,8.4,0.7,8.1,7.2,1.6,10.0,8.2,36.5,0.3,2.3,7.9,14.8,5.0,3.7,4.9,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Males,41,,,3.,Otitis media,,17.1,1.1,10.2,7.4,13.8,1.2,6.0,1.9,3.1,0.1,0.3,77.9,0.1,2.7,2.6,0.1,6.8,0.3,4.2,1.3,0.8,65.0,0.1,2.3,11.9,8.7,5.8,13.2,7.5,0.3,2.1,8.4,5.5,560.7,16.6,0.5,1.6,1.6,13.3,1.2,3.4,0.2,2.8,12.9,41.6,1.3,0.5,3.1,5.5,22.8,2.3,0.2,4.3,0.3,61.8,0.3,1.1,15.4,0.5,1.1,1.7,18.5,16.7,2.6,6.3,8.3,1.2,0.3,4.6,3.6,2.8,0.1,558.4,76.8,18.0,10.5,1.1,2.0,13.9,0.8,26.8,2.0,5.0,24.3,0.6,2.5,2.4,0.6,1.1,1.3,3.6,1.3,0.8,0.1,14.2,10.5,7.0,0.1,10.9,0.1,2.3,0.3,38.6,1.2,0.2,9.8,15.8,22.4,1.0,13.5,3.8,1.1,2.9,14.0,112.0,1.1,0.7,85.7,1.3,2.9,2.6,10.4,32.4,10.7,2.6,0.4,10.2,1.6,6.8,38.9,7.0,6.3,8.5,3.2,4.5,0.7,1.4,0.6,0.2,7.2,22.4,6.1,10.7,6.5,20.3,0.2,0.6,2.2,1.8,6.5,4.3,18.3,0.7,0.5,5.0,0.3,2.8,16.8,1.9,21.9,15.3,1.9,15.3,27.1,71.6,1.2,13.7,10.1,31.5,8.9,8.0,11.4,,4,3,4,4,3,3,1,1,3,3,3,4,3,1,1,1,4,4,4,4,4,1,3,3,4,4,4,4,1,4,4,4,1,2,1,4,4,1,4,1,1,1,1,4,4,1,4,3,3,3,3,4,4,1,4,3,1,1,4,4,3,1,4,3,3,4,4,3,3,4,1,1,3,4,3,3,1,1,1,3,1,3,1,4,1,1,4,1,4,4,4,4,1,1,4,4,3,3,4,1,4,1,1,4,3,3,4,4,4,4,1,1,3,4,4,1,3,4,1,4,3,3,1,4,3,3,1,1,1,1,4,3,4,1,4,1,1,1,4,4,3,4,1,3,4,1,4,1,1,4,3,3,1,4,4,1,4,3,3,4,1,4,1,4,1,1,3,1,4,4,4,4,,,,,,,
Males,42,,C.,Maternal conditions,,,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,,,,,,,
Males,49,,D.,Neonatal conditions,,,1760.8,15.5,489.8,1861.5,236.1,18.8,45.0,9.5,130.4,1.7,4.8,3545.0,1.3,13.6,14.9,3.1,485.7,15.0,233.9,7.7,66.7,1295.7,1.2,22.0,902.3,732.1,326.4,1097.3,62.5,4.6,273.3,991.2,52.5,7166.2,447.7,37.0,242.0,19.4,1337.9,7.5,17.9,1.2,16.2,267.4,5475.8,9.4,36.5,140.4,147.8,1044.0,40.8,40.5,197.1,1.3,4140.3,7.7,4.6,95.5,60.6,97.5,37.6,95.7,1071.3,14.1,315.7,654.6,126.4,14.9,336.2,113.3,19.9,0.4,35441.4,3443.0,677.9,776.0,7.0,15.1,75.1,23.6,66.7,90.7,151.4,1908.8,15.3,96.3,256.8,5.8,16.6,122.8,185.1,47.8,4.3,0.4,779.6,694.0,112.0,2.1,1308.5,0.6,215.1,5.3,747.3,35.3,2.0,599.8,1276.8,1147.1,51.6,644.4,22.2,9.2,74.3,1100.5,12573.5,5.9,21.7,9292.0,24.7,244.4,77.9,233.3,1515.0,65.7,10.0,4.9,61.5,11.7,61.1,398.5,427.3,137.7,623.4,22.9,477.0,4.8,11.6,3.1,10.5,891.8,901.1,651.1,68.5,100.5,1717.8,6.0,52.4,9.0,12.1,201.9,313.8,246.2,7.3,46.4,381.1,10.7,79.3,495.0,121.9,1631.7,134.9,34.7,121.9,1740.8,819.5,8.5,502.3,238.4,756.4,901.7,798.5,833.0,,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,4,3,3,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,,,,,,,
Males,50,,,1.,Preterm birth complications,,674.7,7.7,215.7,772.5,146.8,9.8,24.2,4.8,60.4,0.7,1.9,1353.9,0.5,7.4,6.8,1.1,193.4,6.6,91.9,4.3,31.4,548.7,0.7,12.4,355.9,262.4,125.4,386.1,37.9,2.2,110.1,458.8,33.5,2391.5,228.0,14.6,103.3,12.3,496.0,2.5,7.0,0.8,7.5,116.8,2321.2,7.1,16.4,68.6,80.8,635.7,21.3,17.0,59.0,0.3,1459.1,3.5,2.7,39.2,27.2,33.6,20.1,60.5,407.5,10.8,102.9,224.1,42.4,5.8,140.5,62.3,13.1,0.3,19058.7,1602.7,316.3,156.3,4.6,9.6,40.4,12.0,31.7,52.7,68.2,691.3,13.2,36.8,86.7,0.9,9.1,45.0,58.1,25.6,1.9,0.2,277.1,252.1,64.4,1.0,550.8,0.5,96.3,3.3,387.3,14.7,0.7,279.2,483.2,525.5,23.1,257.6,11.0,5.6,39.1,468.7,5211.7,2.6,12.9,3877.6,11.8,83.8,44.8,121.7,663.5,44.2,5.0,3.0,40.5,5.9,39.9,235.7,147.7,82.0,241.5,14.6,172.3,3.4,8.0,2.3,3.8,332.6,372.7,288.3,33.1,53.7,648.2,3.2,20.2,4.4,7.7,106.0,107.9,137.5,5.8,13.2,136.8,5.9,41.3,260.5,52.3,623.4,77.2,20.5,92.3,537.5,523.5,4.3,195.6,131.4,451.0,345.2,315.9,321.9,,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,4,3,3,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,,,,,,,
Males,51,,,2.,Birth asphyxia and birth trauma,,576.9,3.8,160.4,691.4,36.7,4.5,13.2,3.1,38.3,0.4,2.1,1179.2,0.6,4.5,3.9,0.7,172.7,4.6,90.9,2.4,20.7,337.0,0.3,6.9,315.3,284.5,109.2,464.0,15.8,1.3,109.4,355.1,8.6,2670.1,97.6,13.7,85.7,5.3,486.1,2.0,7.4,0.3,5.0,73.8,2098.2,1.1,12.0,42.3,34.9,292.3,10.6,15.0,87.4,0.6,1666.2,2.6,1.3,28.4,20.3,39.3,7.8,20.3,406.4,2.9,120.9,272.6,52.6,4.2,121.8,29.1,4.3,0.0,8581.4,1074.9,194.0,346.1,1.8,2.5,18.0,5.6,23.9,22.7,52.4,811.2,1.6,35.7,101.1,3.5,4.6,49.3,81.4,12.0,1.3,0.1,347.9,262.3,29.0,0.6,446.3,0.1,67.0,0.9,172.0,12.6,1.2,181.0,513.5,410.8,17.5,203.3,5.7,2.8,21.7,339.4,4987.5,1.8,6.1,2954.2,5.9,95.5,19.6,61.4,491.1,15.1,2.7,1.2,12.9,3.3,13.8,99.2,177.0,37.8,222.8,6.4,194.0,1.2,2.8,0.5,4.2,375.9,280.1,231.5,17.7,26.9,635.8,1.1,20.3,2.5,3.3,63.1,112.2,64.2,1.2,19.7,155.4,2.7,23.2,114.8,39.4,641.0,35.9,9.0,20.9,750.1,117.6,1.7,166.9,53.5,146.5,320.6,338.4,322.7,,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,4,3,3,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,,,,,,,
Males,52,,,3.,Neonatal sepsis and infections,,323.6,1.4,81.5,345.7,31.4,1.9,0.9,0.3,15.3,0.3,0.4,728.1,0.1,0.8,0.8,0.4,104.1,2.8,42.2,0.5,11.0,201.4,0.0,1.1,196.5,149.9,66.0,218.1,3.7,0.6,48.8,147.4,4.0,316.8,67.3,7.7,46.2,0.6,307.1,0.5,2.0,0.1,1.7,31.7,871.3,0.1,6.0,22.8,17.3,47.2,3.9,7.7,43.4,0.4,865.3,1.1,0.2,5.2,11.8,21.8,4.9,3.4,220.8,0.0,71.9,142.5,28.0,2.0,63.9,15.5,0.7,0.0,5599.2,505.9,93.0,245.4,0.2,0.8,3.9,3.4,3.8,10.0,22.4,369.9,0.3,15.1,52.4,0.9,1.1,22.2,40.9,5.0,0.7,0.0,143.2,153.7,7.3,0.2,259.5,0.0,48.1,0.9,120.5,4.6,0.0,113.8,263.2,192.2,8.4,141.9,2.1,0.4,8.1,237.7,2054.9,0.1,1.5,2104.7,5.4,48.7,12.6,31.4,308.2,3.7,0.7,0.2,2.3,1.7,2.0,33.4,88.4,8.6,134.1,0.4,99.9,0.1,0.4,0.2,2.0,131.9,104.2,113.5,7.4,7.7,388.0,1.3,9.9,0.7,0.6,23.6,66.0,26.0,0.2,10.4,79.6,0.9,7.1,44.4,17.0,328.4,8.7,1.4,2.7,403.3,38.7,2.0,56.5,41.3,87.8,172.1,127.1,162.0,,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,4,3,3,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,,,,,,,
Males,53,,,4.,Other neonatal conditions,,185.5,2.6,32.2,52.0,21.2,2.6,6.7,1.3,16.4,0.3,0.5,283.8,0.2,0.8,3.4,0.9,15.5,1.0,8.9,0.6,3.8,208.6,0.2,1.7,34.5,35.4,25.8,29.1,5.0,0.4,5.0,29.9,6.3,1787.7,54.9,1.0,6.8,1.2,48.7,2.5,1.5,0.1,2.1,45.1,185.1,1.1,2.2,6.6,14.7,68.8,5.0,0.9,7.4,0.1,149.8,0.5,0.4,22.7,1.2,2.7,4.8,11.5,36.6,0.4,20.0,15.5,3.4,2.9,10.1,6.4,1.7,0.0,2202.0,259.6,74.7,28.2,0.4,2.2,12.8,2.7,7.3,5.3,8.4,36.4,0.3,8.6,16.6,0.4,1.8,6.3,4.7,5.2,0.4,0.1,11.4,26.0,11.3,0.3,51.9,0.0,3.9,0.3,67.6,3.5,0.0,25.8,16.9,18.5,2.6,41.6,3.5,0.3,5.4,54.6,319.5,1.4,1.2,355.4,1.6,16.5,1.0,18.8,52.2,2.8,1.5,0.4,5.9,0.7,5.3,30.2,14.3,9.3,25.0,1.5,10.7,0.2,0.4,0.2,0.5,51.4,144.1,17.8,10.4,12.3,45.8,0.4,2.1,1.4,0.5,9.2,27.7,18.5,0.1,3.1,9.2,1.2,7.8,75.2,13.2,39.0,13.0,3.8,6.0,49.9,139.6,0.6,83.3,12.2,71.1,63.7,17.1,26.4,,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,1,2,1,2,2,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,2,1,2,1,2,1,1,2,1,2,2,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,1,2,1,1,4,3,3,1,2,2,1,2,2,2,2,1,2,1,2,1,1,2,1,2,2,2,2,,,,,,,
